Item,Profit,Poids
2995,582,582
2604,388,388
5240,416,528
6122,679,679
1654,970,970
6680,416,528
2800,194,194
3066,156,198
7740,208,264
5545,520,660
5825,260,330
6474,776,776
7942,468,594
7605,104,132
1905,156,198
8795,485,485
6022,582,582
4253,776,776
9979,582,582
9191,776,776
5492,208,264
6701,52,66
7148,208,264
7940,468,594
8638,291,291
662,291,291
9561,260,330
9415,679,679
6338,291,291
9881,156,198
9357,291,291
2973,776,776
8550,194,194
967,104,132
9694,873,873
3714,416,528
3248,520,660
8269,468,594
5419,582,582
4954,312,396
6527,194,194
9824,485,485
7586,312,396
3792,970,970
3738,364,462
6297,388,388
173,873,873
7797,388,388
6304,416,528
5801,104,132
2011,291,291
7098,776,776
2502,416,528
3933,776,776
4013,388,388
2667,156,198
2648,312,396
8168,194,194
1069,468,594
4177,194,194
8940,873,873
4000,364,462
9912,485,485
2460,776,776
7283,52,66
7738,873,873
817,291,291
3791,194,194
779,364,462
7862,388,388
4768,873,873
4536,468,594
1777,970,970
5982,52,66
917,416,528
4963,52,66
129,970,970
6820,970,970
5823,485,485
8400,582,582
2119,873,873
8858,485,485
2797,520,660
5156,97,97
1981,194,194
819,260,330
9631,388,388
5109,364,462
2182,485,485
7008,104,132
7470,104,132
676,97,97
3298,388,388
244,970,970
3006,291,291
4,485,485
