Item,Profit,Poids
4848,679,679
1154,97,97
1568,970,970
9196,156,198
5606,520,660
502,388,388
3918,970,970
8009,388,388
437,970,970
1214,104,132
1735,970,970
2735,388,388
2734,260,330
2188,52,66
6834,52,66
5176,260,330
9742,485,485
117,485,485
1874,582,582
7441,260,330
9425,679,679
2928,208,264
8709,776,776
3853,364,462
1556,468,594
6418,873,873
7792,312,396
6944,312,396
7976,156,198
6398,208,264
5761,291,291
7269,776,776
7014,194,194
6652,194,194
8858,485,485
328,260,330
7460,679,679
4743,194,194
4488,52,66
7342,970,970
7073,194,194
5079,156,198
5557,364,462
1546,970,970
3758,194,194
5135,364,462
6591,485,485
4405,776,776
1961,97,97
3899,194,194
1782,291,291
3603,104,132
7829,679,679
2807,104,132
998,156,198
4667,388,388
3174,194,194
4557,582,582
275,873,873
1938,520,660
6338,291,291
7808,388,388
2555,776,776
8258,388,388
3875,468,594
3213,873,873
707,194,194
5502,468,594
5838,520,660
9889,388,388
7434,416,528
4730,970,970
5618,388,388
6593,312,396
9189,468,594
1123,873,873
4789,364,462
9228,104,132
2511,364,462
7405,679,679
2176,776,776
669,873,873
4183,52,66
6901,485,485
9630,679,679
4046,208,264
9332,520,660
1868,776,776
2237,776,776
2282,776,776
9862,582,582
7540,312,396
3363,208,264
4102,260,330
35,52,66
