Item,Profit,Poids
6059,97,97
5140,208,264
6334,679,679
6915,104,132
2576,208,264
2730,485,485
9513,582,582
8404,208,264
2880,873,873
5941,97,97
4432,194,194
2153,776,776
604,194,194
9269,208,264
2871,520,660
4160,104,132
8184,416,528
1712,104,132
1239,485,485
2842,156,198
9059,104,132
7418,873,873
8063,679,679
8704,260,330
2566,776,776
5390,582,582
9972,970,970
5424,520,660
1489,776,776
4167,208,264
8655,156,198
7468,388,388
7482,52,66
1439,364,462
6077,312,396
2933,260,330
3813,364,462
2657,52,66
8111,970,970
3496,291,291
1244,97,97
910,260,330
2958,582,582
329,52,66
6859,873,873
4926,312,396
719,582,582
3949,260,330
1103,208,264
5914,582,582
6018,291,291
3312,156,198
4834,485,485
223,52,66
550,485,485
1149,104,132
198,679,679
217,468,594
309,970,970
4221,485,485
6008,312,396
8813,485,485
2968,291,291
5253,468,594
5628,291,291
9501,52,66
7791,582,582
4797,485,485
815,582,582
8252,104,132
9477,582,582
4050,291,291
6179,873,873
1330,104,132
5118,776,776
7237,312,396
5476,364,462
6825,970,970
6449,97,97
612,679,679
8329,679,679
487,194,194
9203,485,485
2365,312,396
2292,194,194
4308,520,660
7801,468,594
5320,291,291
6791,364,462
8808,416,528
3619,485,485
1432,104,132
580,416,528
7983,873,873
7561,291,291
3217,970,970
4305,873,873
2144,582,582
6169,388,388
75,97,97
7892,291,291
9103,312,396
53,97,97
