Item,Profit,Poids
1028,776,776
416,312,396
2215,776,776
5418,291,291
8634,260,330
4988,582,582
1762,388,388
8603,52,66
1947,776,776
3474,679,679
393,97,97
2630,194,194
7195,52,66
9497,364,462
7455,156,198
6388,208,264
5476,364,462
4089,291,291
5117,291,291
3784,364,462
8140,970,970
1565,485,485
40,520,660
5468,97,97
9207,468,594
1993,776,776
2747,104,132
6889,52,66
3658,520,660
4258,416,528
4950,970,970
1677,485,485
6073,970,970
2530,52,66
1681,679,679
517,312,396
4463,388,388
2385,679,679
3493,416,528
6617,156,198
8413,679,679
6624,873,873
4404,520,660
3045,468,594
1602,679,679
6661,104,132
6401,416,528
4856,388,388
8693,582,582
9173,520,660
1446,485,485
5197,485,485
6113,520,660
7372,468,594
2531,776,776
3906,260,330
556,679,679
9541,52,66
4361,582,582
6849,194,194
6081,194,194
228,582,582
5433,208,264
9209,208,264
5069,388,388
4448,776,776
2953,364,462
2803,776,776
249,970,970
3316,208,264
339,679,679
1856,582,582
147,776,776
1831,97,97
1149,104,132
8883,194,194
6548,260,330
7772,776,776
749,485,485
6201,970,970
7732,156,198
3946,312,396
8184,416,528
7884,776,776
5227,194,194
6812,776,776
7071,194,194
6506,97,97
1998,520,660
8807,194,194
4556,416,528
3554,194,194
785,194,194
7216,364,462
9248,388,388
4,485,485
53,97,97
