Item,Profit,Poids
5630,416,528
3162,388,388
5314,291,291
9679,873,873
1377,582,582
9600,970,970
9140,970,970
3959,260,330
5566,156,198
1908,582,582
1772,776,776
4795,208,264
5254,468,594
1554,208,264
1874,582,582
222,260,330
671,208,264
2269,312,396
2730,485,485
2709,156,198
3821,194,194
6550,312,396
653,485,485
7778,97,97
4208,194,194
1438,52,66
1752,156,198
833,679,679
2333,416,528
7031,873,873
9755,194,194
7949,364,462
450,679,679
4943,485,485
5865,679,679
2792,520,660
2889,416,528
1147,388,388
5069,388,388
8970,776,776
2282,776,776
2507,679,679
9514,970,970
1842,260,330
5533,679,679
2756,970,970
3550,260,330
1192,52,66
9263,776,776
8993,582,582
1176,260,330
2449,582,582
8654,468,594
8566,208,264
2141,52,66
2760,485,485
5132,291,291
5012,468,594
4401,104,132
1675,485,485
2170,388,388
4187,156,198
2631,485,485
9253,97,97
684,291,291
1154,97,97
5979,312,396
9842,485,485
9194,208,264
992,104,132
2455,388,388
1482,291,291
6141,260,330
7510,388,388
2091,416,528
1139,260,330
9720,873,873
2497,194,194
6543,312,396
4496,416,528
6753,582,582
3474,679,679
3133,970,970
5945,388,388
7722,416,528
1696,364,462
5518,873,873
2520,416,528
9141,468,594
1393,679,679
3839,468,594
2630,194,194
7529,520,660
7767,582,582
7410,97,97
888,388,388
8101,52,66
12,388,388
