Item,Profit,Poids
9368,520,660
8539,208,264
3951,485,485
9410,260,330
9414,582,582
5843,52,66
6517,312,396
9227,582,582
1341,97,97
274,520,660
3343,260,330
900,679,679
5334,364,462
8063,679,679
1840,582,582
7531,388,388
6520,776,776
1940,520,660
5872,291,291
9925,260,330
4571,776,776
4610,364,462
1020,156,198
3183,260,330
4025,520,660
7305,97,97
2250,52,66
4120,260,330
6023,52,66
1443,970,970
1856,582,582
8799,485,485
5547,194,194
9239,485,485
3583,291,291
7122,104,132
8073,52,66
8924,485,485
9504,97,97
8957,388,388
330,156,198
883,873,873
9890,194,194
1299,520,660
4454,970,970
6903,52,66
9561,260,330
9592,52,66
6085,312,396
598,291,291
7294,156,198
596,97,97
7017,156,198
3492,208,264
5940,468,594
2143,485,485
2561,776,776
3518,208,264
5171,260,330
2187,208,264
870,104,132
5168,156,198
8599,468,594
8354,260,330
5204,970,970
5136,679,679
576,104,132
8554,260,330
2929,468,594
1607,873,873
4320,520,660
5791,312,396
5729,970,970
9029,520,660
3312,156,198
9422,208,264
5836,776,776
9664,156,198
6261,520,660
2597,208,264
2535,468,594
256,52,66
1606,520,660
8144,156,198
7361,364,462
3893,776,776
1269,468,594
6398,208,264
756,416,528
4748,312,396
9944,520,660
5272,679,679
7062,156,198
9298,582,582
2139,468,594
871,873,873
4915,194,194
3326,970,970
455,194,194
2181,194,194
4643,873,873
1746,416,528
2,194,194
