Item,Profit,Poids
9226,234,114
3982,195,95
1460,351,291
6231,702,582
5977,156,76
541,117,57
9318,702,582
129,702,582
5079,1170,970
484,234,194
9268,117,97
2287,585,485
183,39,19
6139,1170,970
3324,312,152
7124,390,190
356,1170,970
8400,117,57
5538,117,97
9968,390,190
2487,78,38
6707,39,19
226,585,485
3660,585,485
9536,234,194
1694,585,485
5895,117,57
2428,273,133
1705,1170,970
1873,390,190
6835,234,114
8198,117,57
3427,468,388
24,234,194
3361,312,152
276,195,95
9798,156,76
1344,39,19
8191,312,152
4410,468,388
694,234,194
6195,585,485
8693,78,38
4163,273,133
1564,195,95
8485,819,679
7383,936,776
2730,351,171
5162,351,171
1134,312,152
8908,351,291
8704,936,776
6216,351,291
7367,234,194
2539,351,291
4312,585,485
2079,819,679
257,1170,970
4513,78,38
2695,468,388
7817,117,97
2454,312,152
8717,468,388
3908,39,19
7222,273,133
9700,936,776
8842,468,388
1382,195,95
6238,1053,873
5451,117,57
7918,195,95
8667,78,38
6333,351,291
8298,351,171
9858,390,190
9179,78,38
1284,117,97
3929,117,57
2719,78,38
5223,156,76
789,156,76
3970,156,76
6048,234,114
5181,312,152
6235,351,291
2859,39,19
4526,468,388
3290,156,76
8723,78,38
9515,351,171
9771,39,19
2969,351,291
9816,351,171
7938,1170,970
7391,273,133
7743,312,152
3903,234,114
9037,1170,970
4293,195,95
7752,468,388
8105,1170,970
5366,156,76
3405,234,194
170,468,388
9339,468,388
9188,117,97
4907,234,114
3295,936,776
23,819,679
2,39,19
