Item,Profit,Poids
4890,312,152
1002,117,57
1234,819,679
9759,702,582
3985,234,194
4224,234,194
3149,819,679
6847,936,776
2342,936,776
1763,39,19
8306,1053,873
2981,117,57
2645,273,133
2561,351,291
9794,234,114
5395,156,76
3728,390,190
2025,312,152
7513,312,152
6379,117,97
5196,273,133
1261,1053,873
625,234,194
9809,702,582
8515,156,76
8906,351,171
6749,117,57
3627,936,776
3919,39,19
7878,1170,970
2293,585,485
3056,273,133
4502,312,152
5479,273,133
9220,936,776
9280,936,776
4614,195,95
3823,234,194
5175,273,133
2066,156,76
1258,117,97
761,312,152
5588,585,485
8952,390,190
8135,234,114
8096,702,582
1935,702,582
1595,351,171
8322,117,97
914,1170,970
7508,156,76
5840,351,171
7431,390,190
2992,78,38
7476,117,57
457,156,76
3951,390,190
8780,585,485
866,390,190
1546,351,171
9810,936,776
5394,195,95
8321,1170,970
7876,702,582
2537,117,57
4026,156,76
6790,195,95
8951,234,114
533,1170,970
7444,234,114
3510,819,679
8358,117,97
6236,273,133
2070,351,171
417,156,76
1085,351,291
8738,390,190
5991,468,388
3337,1170,970
4025,390,190
1610,195,95
6906,117,97
4633,117,97
7286,468,388
9668,1053,873
5579,468,388
5582,117,97
5965,273,133
1277,585,485
4161,312,152
6012,117,97
130,585,485
2909,117,57
3393,390,190
1710,351,171
3546,1170,970
9660,117,97
3352,78,38
9038,78,38
7092,1170,970
12,273,133
