Item,Profit,Poids
4716,819,679
6604,819,679
3203,117,97
9689,117,97
137,78,38
8904,819,679
5968,1170,970
967,195,95
392,39,19
4560,117,57
7029,1053,873
4022,117,57
3954,39,19
854,1170,970
865,1053,873
309,234,114
6996,195,95
4706,312,152
7993,468,388
4478,78,38
2796,234,194
1058,351,171
2019,117,97
8135,234,114
6300,234,114
8467,468,388
7459,1053,873
1280,117,97
1705,1170,970
6088,390,190
5541,585,485
6226,468,388
2992,78,38
1587,234,114
1581,702,582
6371,351,291
6880,78,38
246,702,582
6394,234,114
4530,1170,970
9274,117,97
6671,156,76
6525,234,114
9509,702,582
2083,234,194
3378,156,76
6566,234,194
9714,351,171
9011,468,388
2766,468,388
7188,78,38
6813,351,291
6231,702,582
9616,936,776
7187,1170,970
2781,39,19
8227,702,582
339,195,95
4149,78,38
297,78,38
9525,312,152
3862,312,152
9813,234,194
463,1170,970
455,117,97
1109,936,776
855,273,133
7804,468,388
2545,819,679
8485,819,679
1851,312,152
1105,1053,873
3536,195,95
6733,351,171
8308,468,388
704,234,114
4730,1053,873
7988,390,190
5271,351,291
3030,234,114
8281,585,485
1285,273,133
1164,936,776
6332,702,582
9331,390,190
8166,273,133
4376,312,152
4368,312,152
8292,351,171
8107,585,485
527,702,582
7930,351,291
7287,117,97
