Item,Profit,Poids
7760,117,57
1989,156,76
2809,1053,873
1142,468,388
8404,468,388
9625,117,57
357,585,485
783,39,19
1618,312,152
9596,1053,873
2264,117,97
1026,234,114
2669,78,38
8776,1053,873
248,117,57
6745,351,291
5,585,485
8909,312,152
8656,390,190
8254,390,190
8084,195,95
7252,156,76
7467,234,114
3615,468,388
247,468,388
7765,234,194
3264,585,485
6926,156,76
8613,585,485
7295,702,582
5905,1170,970
808,234,194
5998,117,57
793,1170,970
2537,117,57
5699,702,582
2030,819,679
8536,117,97
917,234,194
5517,702,582
1992,312,152
9534,78,38
5575,195,95
8624,819,679
5473,468,388
9086,702,582
2556,1053,873
5991,468,388
6526,312,152
3800,156,76
6404,351,171
556,234,194
3782,702,582
3343,273,133
1386,234,194
261,351,171
8209,156,76
9528,234,194
2319,936,776
5161,195,95
1555,936,776
5790,351,171
3208,117,97
7964,1170,970
293,234,194
7812,585,485
7354,468,388
9881,585,485
1915,351,171
3376,117,97
1041,585,485
9447,234,194
2750,273,133
127,234,114
1341,468,388
631,39,19
365,156,76
8737,1053,873
7810,117,57
9155,390,190
2731,39,19
7451,312,152
8222,1053,873
5407,117,97
6755,351,171
1402,702,582
692,117,97
7424,156,76
8890,1053,873
9509,702,582
5041,195,95
2828,819,679
755,936,776
5763,195,95
194,585,485
10,156,76
