Item,Profit,Poids
6987,117,57
639,234,114
5683,117,57
2220,351,171
8233,312,152
8398,234,194
1027,273,133
42,702,582
6213,117,97
9816,351,171
2220,351,171
287,702,582
928,1170,970
1339,1053,873
221,39,19
9486,78,38
1401,234,194
638,468,388
4879,390,190
5665,273,133
9964,234,114
1973,39,19
4812,1053,873
7740,234,194
3796,117,57
1954,117,57
2386,351,291
1660,273,133
4375,273,133
333,78,38
4053,156,76
9848,273,133
3703,468,388
2420,234,114
7183,819,679
25,39,19
9276,1170,970
5198,351,171
3060,1053,873
1819,702,582
9521,234,114
5927,390,190
9891,117,97
4252,585,485
1583,936,776
6402,702,582
2369,585,485
7942,468,388
6507,273,133
3261,585,485
5564,351,291
7268,468,388
1916,585,485
6149,585,485
5073,585,485
1825,78,38
7307,78,38
9379,585,485
6211,936,776
2796,234,194
262,1170,970
8637,156,76
4250,78,38
8481,585,485
3388,78,38
7601,39,19
6580,351,291
7955,585,485
5896,819,679
6104,78,38
3681,819,679
6039,351,171
6107,585,485
4984,39,19
9209,234,114
8399,351,171
6070,1170,970
335,390,190
9503,351,291
8585,819,679
9931,468,388
487,351,171
379,39,19
9929,78,38
5269,195,95
5972,195,95
5924,234,194
768,156,76
2908,78,38
2305,819,679
3150,351,171
8251,1170,970
5088,390,190
4652,1170,970
8513,468,388
8557,234,194
8237,936,776
3159,117,97
36,390,190
