Item,Profit,Poids
2153,156,76
1273,117,57
7107,936,776
1737,78,38
7754,1170,970
2640,312,152
9873,117,97
8651,234,194
9182,156,76
8541,390,190
4087,702,582
1193,312,152
1820,39,19
4001,312,152
1521,273,133
9361,468,388
5248,819,679
1911,351,171
4895,234,194
6401,819,679
3410,312,152
1181,39,19
3233,702,582
3420,702,582
6141,117,97
2968,39,19
895,195,95
9638,234,194
5477,78,38
4820,273,133
6304,312,152
2605,117,97
2926,351,291
8584,312,152
1026,234,114
5472,468,388
2366,1170,970
3769,39,19
6281,117,57
96,117,57
3885,1053,873
583,702,582
78,585,485
7243,39,19
8658,351,171
3892,819,679
6178,234,194
4629,78,38
9073,702,582
3733,351,171
6512,312,152
3815,936,776
6946,351,291
7865,156,76
7061,1170,970
9975,312,152
8708,156,76
5292,702,582
70,936,776
7911,78,38
9739,117,57
1735,234,194
7928,117,97
6122,936,776
9087,585,485
9497,78,38
8870,117,57
1230,390,190
6402,702,582
7467,234,114
9712,585,485
4663,39,19
6155,1053,873
461,117,57
2220,351,171
2654,1170,970
1623,195,95
164,117,57
6839,195,95
877,312,152
8490,390,190
343,312,152
6606,936,776
8457,234,114
814,234,194
5257,936,776
979,351,291
5633,936,776
7749,234,114
5703,312,152
787,585,485
9154,1053,873
2085,351,171
35,351,171
9159,39,19
4919,351,171
6409,312,152
901,351,171
3243,78,38
5074,117,57
8103,234,114
5426,936,776
7308,390,190
1495,585,485
3168,234,114
8962,468,388
938,78,38
6,78,38
