Item,Profit,Poids
841,351,291
350,390,190
1088,273,133
2514,312,152
8522,819,679
8477,117,97
9081,117,97
5926,117,97
7308,390,190
2209,234,194
5133,351,291
2453,234,114
4775,351,171
4533,1170,970
1499,195,95
6727,117,97
4530,1170,970
549,78,38
2300,468,388
595,234,114
9636,390,190
1103,39,19
1466,39,19
706,195,95
6335,195,95
161,351,291
6939,312,152
4848,156,76
3484,39,19
8985,312,152
1928,117,57
9235,1053,873
408,195,95
810,312,152
6864,351,171
8511,78,38
429,39,19
7635,702,582
4396,312,152
4390,1053,873
997,390,190
8058,39,19
5235,39,19
2936,351,171
8067,39,19
8260,78,38
7261,468,388
9294,117,97
8264,312,152
322,1053,873
9477,1170,970
3956,312,152
3612,468,388
8334,819,679
7078,351,171
9623,351,291
6385,234,114
3542,1053,873
5725,1053,873
2999,390,190
8002,936,776
7823,273,133
9066,78,38
1454,936,776
6571,312,152
1991,390,190
4232,468,388
6475,273,133
3571,234,194
5193,156,76
8168,156,76
1733,585,485
6491,1170,970
1859,234,114
1717,234,194
7430,1170,970
7339,78,38
428,390,190
3826,390,190
7821,234,194
7023,117,57
617,78,38
5935,234,114
3047,351,171
9813,234,194
1495,585,485
7169,936,776
2848,117,57
3820,117,57
8773,195,95
6923,78,38
5434,312,152
2026,390,190
2282,234,194
7518,819,679
5127,351,171
4714,351,171
9919,117,57
6543,234,114
5420,117,97
5865,1170,970
312,702,582
1310,234,194
3657,819,679
8509,390,190
3570,351,171
1453,390,190
761,312,152
3222,702,582
2246,117,57
4105,351,171
6358,351,171
2513,78,38
2416,234,194
5,585,485
54,117,57
