Item,Profit,Poids
6653,117,57
5080,156,76
4052,1170,970
875,1053,873
6966,351,291
1390,234,114
8736,156,76
1553,351,171
8250,156,76
5459,312,152
8413,234,114
2853,312,152
3194,234,114
5531,78,38
9964,234,114
4311,351,291
2629,78,38
6675,390,190
1499,195,95
2005,78,38
6828,39,19
5316,78,38
3615,468,388
4494,234,114
1959,273,133
3011,468,388
4894,936,776
3019,351,171
1085,351,291
2678,585,485
558,351,171
1734,351,291
8158,468,388
1941,312,152
1657,351,291
2971,195,95
1471,312,152
6892,117,97
123,117,97
477,702,582
7834,1053,873
5554,39,19
1075,234,194
3927,390,190
2058,312,152
422,468,388
7881,585,485
1864,351,171
1462,273,133
848,78,38
7160,234,194
1322,117,97
9414,351,171
5657,195,95
6595,585,485
3527,234,194
6300,234,114
6523,195,95
7840,39,19
9346,234,114
6566,234,194
54,117,57
7917,156,76
7473,1170,970
208,156,76
253,156,76
5741,273,133
9421,39,19
3610,468,388
7985,390,190
2938,39,19
8255,117,97
7599,936,776
7753,936,776
260,312,152
344,1170,970
6110,312,152
4174,117,57
1639,936,776
1486,234,114
9531,156,76
8416,702,582
8420,156,76
2990,1170,970
6588,234,194
2908,78,38
1134,312,152
7324,468,388
4735,195,95
7379,1053,873
9775,351,291
1950,819,679
1907,585,485
1788,585,485
1527,39,19
8334,819,679
3008,234,114
5458,585,485
7022,234,114
4747,78,38
3425,39,19
5425,1170,970
5721,273,133
2100,195,95
3540,819,679
3883,936,776
5445,468,388
3955,117,97
909,468,388
8362,312,152
3171,78,38
5600,117,97
6368,351,171
1076,585,485
1478,234,194
3219,156,76
9687,117,97
1315,117,97
