Item,Profit,Poids
158,273,133
3668,819,679
4611,468,388
6466,1170,970
6014,117,57
4128,195,95
1148,117,57
4019,39,19
1667,234,194
505,351,171
6581,390,190
6571,312,152
6559,234,194
4169,195,95
4072,78,38
7316,234,194
7485,234,194
908,936,776
7813,117,97
3274,351,291
6175,351,291
3154,1170,970
3271,78,38
7883,1053,873
3354,39,19
2852,117,97
6182,39,19
1207,195,95
4936,936,776
3490,117,97
2040,819,679
7812,585,485
7786,78,38
8761,117,57
3464,585,485
7259,702,582
5716,273,133
3389,39,19
6061,1170,970
3919,39,19
7,117,97
3454,351,171
8272,195,95
1937,156,76
9681,936,776
9369,312,152
2876,39,19
4783,585,485
635,351,291
3781,390,190
9248,819,679
1048,1170,970
9551,234,114
9147,351,171
5214,39,19
8132,1170,970
9528,234,194
1854,39,19
5323,1170,970
8447,1170,970
3012,234,194
9363,351,171
503,117,97
943,1053,873
7165,78,38
182,390,190
2278,585,485
1194,819,679
6070,1170,970
6978,117,57
305,1053,873
9493,195,95
4934,585,485
5920,39,19
4223,117,57
5288,351,171
4237,78,38
5744,195,95
6936,1170,970
9145,585,485
3049,1170,970
3478,117,97
3399,1170,970
4533,1170,970
1238,351,291
8764,117,57
7399,39,19
8037,351,171
4711,117,57
9351,234,194
5076,468,388
439,702,582
36,390,190
10,156,76
