Item,Profit,Poids
2950,468,388
9594,936,776
2177,351,291
7086,234,114
3066,1053,873
6452,1053,873
6389,390,190
4972,351,291
8790,312,152
1088,273,133
4767,195,95
7344,312,152
2930,234,114
6767,1053,873
789,156,76
4174,117,57
7610,78,38
8521,936,776
3213,702,582
5248,819,679
7720,39,19
9362,351,171
8026,390,190
6599,78,38
290,234,114
7464,936,776
6471,39,19
7777,585,485
4835,585,485
9380,234,114
6391,39,19
2544,39,19
2409,585,485
9146,156,76
5274,468,388
5984,1053,873
528,39,19
6721,273,133
3106,39,19
5695,156,76
645,234,194
3748,585,485
4371,1053,873
5903,351,171
3658,351,291
5961,156,76
5339,390,190
3869,117,57
9126,390,190
6509,936,776
5585,936,776
1599,273,133
8199,1170,970
1697,468,388
4474,1170,970
4958,351,291
9174,702,582
2711,273,133
1132,117,97
449,117,57
3127,273,133
8277,195,95
8934,585,485
3726,78,38
9014,156,76
8681,390,190
3848,1170,970
1167,312,152
2213,936,776
6072,351,171
2752,273,133
2756,1170,970
3910,585,485
4964,468,388
4583,819,679
1723,936,776
8239,117,97
1188,585,485
7608,156,76
8945,117,97
9955,468,388
7477,156,76
9122,117,57
810,312,152
4400,351,171
6555,351,291
9470,351,291
137,78,38
9428,936,776
2948,78,38
2044,585,485
8935,585,485
1354,234,194
6194,195,95
4056,312,152
3821,234,194
36,390,190
12,273,133
