Item,Profit,Poids
6802,273,133
5318,390,190
4314,702,582
7701,351,171
6313,351,171
2892,312,152
1238,351,291
7600,1170,970
57,234,194
8625,351,291
2025,312,152
5027,1170,970
7696,585,485
566,1053,873
2646,273,133
8860,819,679
9661,936,776
2536,234,114
9840,312,152
8835,702,582
5572,156,76
8560,234,114
1044,819,679
5017,1170,970
8986,936,776
1210,351,291
4715,1170,970
1959,273,133
9041,273,133
5071,390,190
8133,390,190
5181,312,152
4674,936,776
7983,273,133
606,195,95
8685,156,76
9395,273,133
3619,195,95
4691,195,95
4769,585,485
6806,702,582
2460,351,291
9564,195,95
5645,273,133
6581,390,190
2547,936,776
2803,1053,873
439,702,582
6997,234,114
6343,468,388
1365,195,95
7847,234,114
2388,936,776
3054,195,95
4091,312,152
8318,936,776
9447,234,194
3694,390,190
4791,1053,873
4955,312,152
8528,702,582
223,936,776
408,195,95
7796,312,152
3942,351,171
3365,234,194
6025,1170,970
8282,312,152
4371,1053,873
6536,351,291
4801,234,194
4762,312,152
5566,585,485
9897,156,76
5591,351,171
9312,468,388
9898,468,388
3750,1053,873
3140,702,582
8191,312,152
9858,390,190
36,390,190
10,156,76
54,117,57
45,195,95
83,195,95
1,234,114
118,195,95
141,195,95
152,195,95
96,117,57
112,117,57
6,78,38
50,78,38
68,78,38
2,39,19
189,195,95
