Item,Profit,Poids
9721,195,95
3903,234,114
7382,156,76
1762,117,97
3513,936,776
2226,1170,970
8970,1170,970
5304,39,19
6728,273,133
9189,195,95
1868,312,152
786,117,57
8940,585,485
3713,351,171
706,195,95
2117,273,133
3022,312,152
3891,585,485
6323,936,776
5555,819,679
7411,1053,873
4926,39,19
5026,234,114
827,234,194
2928,273,133
5039,702,582
5,585,485
9874,273,133
8469,1053,873
416,1053,873
6023,351,291
2221,234,194
6121,351,291
8988,1053,873
8537,351,291
5829,312,152
952,312,152
6320,819,679
3594,273,133
7443,351,171
9672,390,190
697,1170,970
5952,390,190
1736,195,95
8522,819,679
4272,351,171
1968,156,76
4407,117,57
6379,117,97
1176,351,291
1449,273,133
7332,1170,970
6204,1053,873
244,702,582
1243,78,38
5436,117,97
6199,39,19
2724,117,97
4870,117,97
7303,351,171
2299,351,171
608,156,76
4737,585,485
4440,234,114
7331,312,152
3754,78,38
2557,351,291
4748,273,133
2930,234,114
5470,156,76
1735,234,194
6899,819,679
9001,390,190
3179,585,485
4796,1170,970
1408,1170,970
7402,273,133
3977,585,485
4169,195,95
6731,234,194
8902,936,776
2730,351,171
1343,585,485
8111,585,485
7758,156,76
3291,936,776
1666,468,388
9309,351,171
4473,351,171
8951,234,114
7791,1170,970
9915,39,19
7888,78,38
1622,312,152
5663,117,97
9453,156,76
3574,390,190
2467,156,76
2,39,19
