Item,Profit,Poids
2223,117,97
6027,156,76
3476,39,19
9461,1053,873
4180,1170,970
9256,1170,970
4703,936,776
1600,273,133
6195,585,485
4584,195,95
130,585,485
3830,351,291
2266,117,57
9285,78,38
5366,156,76
6813,351,291
5008,117,57
9457,1170,970
6049,195,95
4439,702,582
2202,273,133
1088,273,133
7255,117,57
4383,117,97
9115,585,485
7429,351,171
6836,234,114
3880,117,57
6980,117,97
7750,273,133
8972,351,291
3654,156,76
5896,819,679
8455,1053,873
9450,39,19
7847,234,114
9462,39,19
178,117,57
32,351,171
1533,78,38
1761,234,194
6008,390,190
7385,1053,873
7430,1170,970
4752,351,171
3400,936,776
9496,156,76
5246,78,38
8462,39,19
6292,117,97
6657,351,171
9126,390,190
7088,117,57
7394,273,133
3785,390,190
696,273,133
7752,468,388
8083,117,97
2694,585,485
63,1170,970
4394,936,776
7387,936,776
5634,1053,873
6513,39,19
7956,702,582
4205,390,190
2772,312,152
4150,195,95
8939,312,152
4072,78,38
6854,1053,873
1784,117,97
9726,351,171
8025,234,194
3663,351,171
4509,312,152
8930,273,133
8133,390,190
72,156,76
3710,234,114
2375,936,776
2077,312,152
2981,117,57
2779,819,679
1389,39,19
2119,936,776
832,351,291
2684,936,776
9414,351,171
687,234,194
6860,585,485
8810,117,57
8689,195,95
9189,195,95
1028,117,97
2333,195,95
6268,819,679
7656,390,190
1924,195,95
1060,78,38
2785,234,194
6762,117,57
5165,156,76
4171,390,190
2191,351,171
42,702,582
30,936,776
10,156,76
