Item,Profit,Poids
6449,312,152
4390,1053,873
7705,117,57
8635,78,38
2677,234,114
5699,702,582
3225,1170,970
4907,234,114
8223,468,388
2181,273,133
5424,468,388
7573,468,388
9315,273,133
1884,702,582
7360,234,114
4022,117,57
2512,234,114
3519,234,114
2403,1170,970
5658,117,97
8947,156,76
4021,117,97
8002,936,776
7934,234,194
2638,78,38
8576,390,190
8431,39,19
2891,936,776
4560,117,57
2050,936,776
1876,1170,970
5568,1170,970
7730,78,38
8131,234,114
8870,117,57
8749,351,171
7848,273,133
366,312,152
4539,468,388
1202,234,114
3910,585,485
7621,117,57
3145,936,776
3606,117,97
8624,819,679
4185,312,152
7640,195,95
4557,78,38
3138,936,776
8492,39,19
7967,1170,970
852,117,97
7151,702,582
6982,702,582
6855,390,190
5401,1053,873
7205,702,582
7613,117,57
5084,351,171
9003,702,582
210,702,582
4159,1053,873
6363,117,57
5572,156,76
3537,390,190
143,117,97
8209,156,76
2908,78,38
1699,312,152
4991,312,152
2487,78,38
6608,39,19
4161,312,152
1109,936,776
9552,819,679
823,819,679
6612,39,19
4214,312,152
2300,468,388
8566,390,190
7830,1053,873
1202,234,114
304,312,152
2281,117,57
4402,312,152
802,117,97
1027,273,133
6016,234,114
6589,39,19
7144,468,388
8946,195,95
6295,1170,970
9434,351,171
3810,1170,970
6575,1170,970
487,351,171
5632,117,57
