Item,Profit,Poids
4233,585,485
1896,585,485
4677,117,97
5870,234,194
8230,195,95
930,195,95
6864,351,171
338,156,76
2470,585,485
3735,234,114
6698,702,582
7945,234,194
6105,351,291
6298,351,291
9398,351,171
9268,117,97
5892,1170,970
9090,156,76
9188,117,97
3426,39,19
6324,585,485
6442,78,38
8255,117,97
367,819,679
5724,351,171
332,468,388
4578,468,388
7824,117,97
8600,78,38
2263,351,291
3268,273,133
8569,234,194
957,234,194
2391,234,194
3695,1170,970
6314,390,190
8683,234,114
249,117,57
298,936,776
5385,117,97
6174,819,679
3693,351,171
7726,1053,873
3931,351,171
43,234,114
3846,585,485
5678,78,38
7442,702,582
862,1053,873
9348,117,57
5357,585,485
5749,585,485
1949,117,57
4076,117,97
9089,702,582
9970,351,171
731,390,190
477,702,582
9821,702,582
2865,585,485
6918,234,194
4107,936,776
4667,117,57
8280,234,194
6280,819,679
4105,351,171
4491,117,57
3203,117,97
5845,195,95
8677,1170,970
3895,273,133
406,819,679
6797,390,190
8383,273,133
7756,585,485
2386,351,291
1482,585,485
9346,234,114
6540,156,76
743,1053,873
9984,39,19
1337,117,97
7985,390,190
9402,195,95
9546,39,19
6552,78,38
10,156,76
1353,351,291
7305,234,114
5696,234,194
3312,351,291
5071,390,190
8552,390,190
8423,936,776
946,1053,873
3724,273,133
6385,234,114
8782,39,19
261,351,171
4740,195,95
9986,117,57
8133,390,190
7366,156,76
7226,936,776
8654,234,114
1480,234,194
6287,39,19
7481,78,38
1186,390,190
3985,234,194
2769,312,152
54,117,57
