Item,Profit,Poids
7526,39,19
9016,78,38
6398,585,485
3428,156,76
3853,1170,970
7152,819,679
253,156,76
7412,702,582
5788,234,114
1727,351,171
8233,312,152
1684,819,679
8111,585,485
7743,312,152
8068,390,190
8252,819,679
1368,234,194
4738,468,388
9144,117,57
6695,156,76
6551,468,388
8744,819,679
7930,351,291
4197,39,19
6370,585,485
3049,1170,970
4126,39,19
5920,39,19
7468,1053,873
2215,351,291
9061,351,171
7127,702,582
7800,351,171
1703,273,133
154,468,388
2801,351,171
2111,1170,970
265,195,95
7368,312,152
6288,936,776
6744,819,679
606,195,95
94,390,190
689,936,776
1361,312,152
3381,1053,873
5509,585,485
2711,273,133
3732,117,97
3614,1053,873
9313,156,76
7346,819,679
7040,234,114
7129,390,190
306,351,291
9599,351,291
2011,312,152
8097,234,114
505,351,171
9594,936,776
9682,78,38
2326,819,679
7943,390,190
5651,117,97
9489,195,95
180,351,291
1841,39,19
2025,312,152
7740,234,194
281,234,194
1415,390,190
152,195,95
4095,195,95
6503,702,582
6611,351,171
4286,351,291
4497,156,76
9038,78,38
9815,117,57
7993,468,388
2886,234,194
4602,273,133
8012,390,190
3492,273,133
2475,702,582
7064,156,76
3871,117,97
2718,195,95
2468,819,679
2685,234,194
453,234,114
3192,234,194
7793,936,776
1767,195,95
562,234,194
9072,195,95
9560,195,95
7220,390,190
8716,156,76
1890,39,19
4875,195,95
6739,195,95
1608,117,57
2973,585,485
8665,312,152
550,351,171
6433,702,582
5614,195,95
2306,39,19
7527,390,190
2,39,19
