Item,Profit,Poids
3130,468,388
6087,1170,970
1369,468,388
5730,195,95
2507,234,114
8942,468,388
766,234,194
9493,195,95
330,702,582
5754,195,95
2312,936,776
6605,312,152
6809,312,152
3872,1053,873
5782,117,57
5974,117,57
9352,351,171
1237,351,171
3663,351,171
2380,702,582
4028,468,388
8231,195,95
2756,1170,970
1169,78,38
7719,234,194
6519,234,114
4451,39,19
1253,234,114
5928,234,194
30,936,776
8149,351,291
8527,273,133
9562,78,38
8883,1053,873
813,117,97
6969,702,582
1774,351,171
1161,39,19
3361,312,152
6757,39,19
8630,1170,970
5592,819,679
1639,936,776
1356,468,388
7680,156,76
8897,234,194
5400,156,76
5039,702,582
7433,273,133
5033,702,582
7778,195,95
4226,936,776
1836,585,485
4644,117,57
4979,702,582
4820,273,133
4797,39,19
7749,234,114
308,1053,873
3797,702,582
3102,1053,873
7978,819,679
6406,1170,970
3766,234,114
905,156,76
595,234,114
4146,39,19
8048,234,194
6589,39,19
2914,273,133
1778,117,97
5446,156,76
5557,819,679
9417,156,76
597,585,485
3456,273,133
9453,156,76
3452,234,114
636,117,57
2983,234,114
1898,1053,873
4434,117,97
6439,819,679
4847,312,152
1063,1053,873
3902,156,76
5772,351,171
3053,936,776
2148,39,19
977,351,291
3668,819,679
8205,156,76
8415,156,76
3147,39,19
8557,234,194
6987,117,57
9815,117,57
8364,117,57
5201,117,97
3756,936,776
1964,78,38
10,156,76
