Item,Profit,Poids
4139,117,97
200,702,582
7258,117,97
6943,468,388
9464,117,57
1454,936,776
8654,234,114
1214,39,19
5681,234,194
2939,195,95
10000,234,194
7649,156,76
9361,468,388
5800,390,190
8185,234,114
8167,234,114
9835,312,152
7358,156,76
4576,195,95
9692,234,194
3300,117,97
1993,117,97
1461,195,95
4630,1170,970
5886,234,194
487,351,171
3602,234,114
8558,117,97
8790,312,152
5997,234,194
5789,234,114
89,390,190
1221,1170,970
8834,351,291
5247,351,291
9034,195,95
3200,78,38
6621,468,388
2599,1170,970
6195,585,485
7093,195,95
3656,234,114
8617,1053,873
5918,390,190
4803,273,133
7606,702,582
8352,702,582
7332,1170,970
8286,585,485
2936,351,171
8710,195,95
1963,351,171
9369,312,152
164,117,57
9439,117,57
4886,39,19
9711,390,190
8606,156,76
4599,351,291
3330,936,776
9186,273,133
2325,390,190
708,585,485
6623,39,19
3441,273,133
1609,1053,873
24,234,194
1826,351,291
318,156,76
1004,351,171
5091,39,19
3901,273,133
9283,585,485
7013,702,582
3473,819,679
312,702,582
4038,156,76
5440,468,388
6659,156,76
8762,819,679
9319,819,679
6010,78,38
8510,39,19
1870,273,133
3395,234,194
6259,351,171
3579,234,114
9616,936,776
4228,351,291
4919,351,171
617,78,38
2719,78,38
3084,273,133
7073,273,133
8690,234,114
4089,117,97
8843,273,133
678,78,38
6858,39,19
9372,702,582
1562,195,95
1336,39,19
5576,468,388
2790,195,95
7749,234,114
4065,273,133
6488,1170,970
827,234,194
6182,39,19
7493,585,485
5511,234,194
6950,273,133
6228,117,57
9985,78,38
2082,351,171
5987,585,485
598,351,291
1178,234,194
5535,936,776
45,195,95
