Item,Profit,Poids
2755,1170,970
820,234,194
1762,117,97
988,78,38
3753,156,76
1289,156,76
349,195,95
4226,936,776
1508,1170,970
3107,273,133
3385,585,485
869,234,194
5118,351,291
9488,156,76
4472,351,291
7035,351,291
2547,936,776
8508,78,38
852,117,97
7845,390,190
3685,195,95
3403,234,114
5210,234,194
4248,351,171
7967,1170,970
1626,351,291
1330,585,485
7928,117,97
2254,390,190
7799,78,38
9390,468,388
3006,936,776
590,78,38
7960,936,776
9567,117,97
2972,117,57
6427,819,679
1132,117,97
6899,819,679
1547,819,679
7818,312,152
599,585,485
6842,156,76
5853,156,76
1336,39,19
8996,117,97
2242,351,171
6159,702,582
8503,819,679
6709,585,485
8300,156,76
6225,468,388
7898,117,57
5681,234,194
4145,702,582
3341,702,582
9942,234,194
1244,468,388
9494,351,291
9593,234,194
4519,468,388
8759,585,485
6790,195,95
1096,78,38
2612,390,190
9657,390,190
4583,819,679
5396,1053,873
2460,351,291
7350,819,679
7962,117,97
2535,468,388
5352,117,57
248,117,57
7022,234,114
5050,702,582
4651,117,57
7305,234,114
8019,936,776
7624,117,57
1722,390,190
9713,117,57
443,312,152
5695,156,76
9577,117,57
8498,39,19
8,234,194
7863,195,95
126,819,679
1208,1053,873
8445,117,57
795,273,133
2216,117,57
4085,312,152
1944,195,95
7405,195,95
5059,117,57
516,312,152
9055,117,57
8392,351,171
3397,117,57
5138,39,19
7565,1170,970
4099,312,152
6408,1170,970
5144,39,19
21,702,582
