Item,Profit,Poids
4339,936,776
4334,273,133
8781,39,19
7077,702,582
2021,585,485
5678,78,38
7784,195,95
4728,390,190
4387,39,19
7630,78,38
9591,234,194
4586,273,133
5690,702,582
9040,468,388
9865,195,95
1362,702,582
5300,351,291
1925,702,582
9172,351,171
3205,351,291
6583,1170,970
7966,78,38
3701,351,291
2112,117,57
9266,390,190
2462,195,95
9107,234,114
5781,39,19
9128,351,291
9662,390,190
7978,819,679
9781,702,582
2010,1053,873
970,351,171
5652,351,291
3636,1170,970
775,702,582
1812,351,171
8732,702,582
6140,468,388
2100,195,95
8426,312,152
4553,585,485
6233,702,582
8275,234,194
6908,156,76
9105,117,97
7588,234,114
500,234,114
5197,1170,970
2334,234,194
413,468,388
1081,351,291
2088,1053,873
2162,468,388
3393,390,190
2390,468,388
9111,78,38
1830,156,76
5527,117,57
3120,273,133
2201,117,97
5390,468,388
7514,1053,873
8644,936,776
5497,39,19
1514,390,190
7960,936,776
49,585,485
1019,312,152
5276,117,57
4684,819,679
38,156,76
9965,156,76
2293,585,485
9535,468,388
5661,39,19
1985,390,190
3497,351,171
879,234,194
3622,585,485
5916,351,171
8240,351,171
7949,585,485
7266,195,95
6422,819,679
3828,819,679
3495,312,152
5721,273,133
6950,273,133
9509,702,582
2469,351,291
7675,936,776
1889,585,485
9076,390,190
7538,39,19
7665,117,97
7477,156,76
8118,390,190
1,234,114
