Item,Profit,Poids
6422,819,679
4013,468,388
5784,273,133
2994,156,76
5867,819,679
149,702,582
2346,1170,970
3128,936,776
4909,702,582
706,195,95
808,234,194
1086,117,57
7798,117,57
6151,117,57
3202,195,95
43,234,114
8677,1170,970
4616,78,38
4481,1170,970
3968,234,194
2138,117,57
8597,819,679
6835,234,114
8854,273,133
7790,468,388
2191,351,171
511,39,19
6342,312,152
3569,117,97
3819,234,114
3999,819,679
651,1170,970
3746,351,291
4062,312,152
9525,312,152
8905,117,57
2814,273,133
9298,273,133
6796,273,133
6940,702,582
9696,351,291
9390,468,388
7420,390,190
5839,702,582
7384,312,152
748,234,194
9715,39,19
3944,936,776
250,273,133
1962,1053,873
4019,39,19
6043,156,76
3757,156,76
551,273,133
7907,195,95
6306,117,97
9122,117,57
3262,702,582
9248,819,679
1608,117,57
2092,1170,970
7654,585,485
3122,585,485
1394,351,291
2911,312,152
5194,1053,873
1620,468,388
2704,273,133
2311,468,388
2325,390,190
8821,234,194
1212,78,38
5697,819,679
1181,39,19
3850,468,388
9470,351,291
7108,351,291
5140,234,114
9500,117,57
4006,585,485
4387,39,19
2316,1170,970
7321,585,485
6756,819,679
1735,234,194
3556,117,97
2978,390,190
9556,195,95
7300,312,152
9799,234,194
3070,1170,970
8790,312,152
4638,273,133
4314,702,582
2347,234,114
5288,351,171
2156,234,114
4782,39,19
9434,351,171
16,468,388
6,78,38
