Item,Profit,Poids
302,1053,873
6775,156,76
8646,1170,970
6743,936,776
5058,702,582
9428,936,776
5534,351,171
9974,312,152
5981,78,38
8137,312,152
4712,39,19
1725,117,97
8674,195,95
3071,819,679
2180,234,114
1319,78,38
8685,156,76
7714,39,19
4373,468,388
7649,156,76
3310,468,388
7365,468,388
7408,585,485
9188,117,97
4413,390,190
1925,702,582
3497,351,171
6662,312,152
5491,1053,873
1045,468,388
2107,702,582
6066,585,485
7926,468,388
2053,390,190
4521,312,152
2183,585,485
5950,936,776
77,819,679
2496,936,776
9501,156,76
9366,273,133
4702,702,582
9800,1053,873
3163,117,97
1703,273,133
1957,819,679
1368,234,194
4737,585,485
2785,234,194
784,312,152
8458,117,57
3127,273,133
7884,1053,873
2866,234,194
2617,351,171
9486,78,38
2569,273,133
8934,585,485
7916,156,76
5092,312,152
6166,312,152
5588,585,485
5471,234,194
2339,1170,970
7589,390,190
283,585,485
861,702,582
2683,195,95
882,234,194
5751,1170,970
2437,78,38
9021,234,114
9408,936,776
9724,1170,970
2709,117,57
5604,39,19
4455,273,133
6723,156,76
6764,117,97
7948,585,485
3564,468,388
4950,468,388
2951,351,171
5476,351,291
7353,468,388
5140,234,114
9970,351,171
3123,819,679
9041,273,133
9976,117,97
898,936,776
36,390,190
54,117,57
