Item,Profit,Poids
1554,936,776
414,39,19
8687,234,114
9071,936,776
5638,78,38
872,39,19
5496,312,152
6189,78,38
5629,195,95
7747,273,133
9089,702,582
6793,1170,970
7507,117,57
8881,1170,970
5603,936,776
4822,78,38
9997,351,291
9546,39,19
8123,117,97
2181,273,133
9602,468,388
4160,117,97
3946,195,95
4478,78,38
6819,39,19
6211,936,776
9457,1170,970
6299,78,38
3449,390,190
1764,234,114
127,234,114
5485,585,485
735,156,76
8803,702,582
9283,585,485
6765,156,76
2314,351,171
4952,585,485
6127,351,291
7818,312,152
783,39,19
4344,351,291
7899,234,194
2127,117,97
2100,195,95
4612,351,291
5724,351,171
4360,585,485
4025,390,190
1180,117,57
7822,351,291
9248,819,679
6681,468,388
5877,390,190
9705,195,95
4598,351,171
6663,117,57
5360,702,582
6129,78,38
5626,936,776
229,273,133
2798,702,582
4934,585,485
589,312,152
5539,936,776
1415,390,190
4105,351,171
2771,117,97
24,234,194
2014,819,679
4052,1170,970
6679,351,291
5747,156,76
5719,351,291
8759,585,485
8027,351,291
493,819,679
3402,1170,970
6467,585,485
9501,156,76
2720,1053,873
8059,390,190
8006,936,776
8014,1053,873
7159,390,190
487,351,171
7479,1053,873
1556,351,171
4570,273,133
6683,819,679
9215,468,388
4038,156,76
6903,78,38
627,117,97
6878,39,19
470,234,194
9,312,152
36,390,190
32,351,171
