Item,Profit,Poids
2221,234,194
5873,585,485
8654,234,114
8407,273,133
8091,156,76
8170,936,776
265,195,95
3100,585,485
2576,390,190
9277,234,114
3272,1170,970
4908,390,190
7320,468,388
9,312,152
2926,351,291
3652,936,776
4991,312,152
5073,585,485
4217,702,582
2365,117,97
4577,273,133
9812,117,57
4337,234,194
9322,390,190
2536,234,114
6973,936,776
3121,585,485
2460,351,291
6304,312,152
8618,819,679
3484,39,19
4105,351,171
2761,117,57
8715,39,19
9408,936,776
3598,351,171
8532,156,76
4109,273,133
6567,117,57
4556,351,291
427,585,485
7889,39,19
3389,39,19
1969,351,171
1935,702,582
8056,156,76
8252,819,679
9608,195,95
4151,117,57
9038,78,38
2310,1170,970
6477,78,38
2180,234,114
7777,585,485
8337,585,485
9635,39,19
3059,351,291
1226,39,19
1520,351,291
9302,702,582
4196,1170,970
4616,78,38
1902,819,679
8388,117,97
5214,39,19
1880,273,133
3518,273,133
1446,117,57
2596,234,194
913,117,97
3635,273,133
2412,234,114
9680,195,95
5683,117,57
9262,1053,873
3206,702,582
9491,117,57
3724,273,133
5155,312,152
9813,234,194
6345,468,388
4490,273,133
9341,702,582
8405,1170,970
4909,702,582
158,273,133
4539,468,388
3016,195,95
6177,1170,970
8570,234,114
4092,39,19
5105,390,190
1075,234,194
4604,156,76
8429,273,133
2840,390,190
8940,585,485
7699,585,485
5070,195,95
6105,351,291
8274,234,114
4717,78,38
1999,312,152
4012,78,38
4169,195,95
578,351,171
7170,156,76
9544,273,133
4051,1053,873
3940,273,133
8302,585,485
5,585,485
2,39,19
