Item,Profit,Poids
1838,351,291
3035,273,133
4260,1053,873
7684,156,76
2313,1053,873
1798,702,582
329,234,114
7276,585,485
796,312,152
7142,117,97
5038,351,171
1781,234,114
482,819,679
7959,195,95
7462,351,171
3432,468,388
782,273,133
3332,585,485
8843,273,133
1878,117,97
6361,234,114
5213,39,19
3323,1053,873
695,351,171
376,702,582
9381,234,114
270,78,38
3897,351,171
7564,390,190
2032,819,679
4647,585,485
6320,819,679
2779,819,679
7454,468,388
5702,195,95
1229,78,38
4686,819,679
9804,117,97
1914,312,152
656,390,190
6583,1170,970
3967,1170,970
2743,117,97
5293,585,485
9834,234,114
8970,1170,970
5792,936,776
3349,936,776
1607,312,152
1739,117,57
3000,78,38
3626,351,291
5393,195,95
2418,195,95
5061,1053,873
5868,78,38
6842,156,76
1638,117,57
6830,156,76
7814,117,57
7291,156,76
512,156,76
6902,195,95
6286,234,194
8501,585,485
7610,78,38
6666,1053,873
2528,351,291
7905,1053,873
562,234,194
3008,234,114
4433,273,133
4041,351,291
2005,78,38
7167,234,194
680,78,38
431,312,152
7901,1053,873
2348,390,190
2674,819,679
1685,273,133
5344,156,76
3620,1053,873
1981,39,19
9867,39,19
616,936,776
8158,468,388
6766,78,38
5064,312,152
4826,819,679
4907,234,114
2755,1170,970
4598,351,171
33,351,171
7625,351,171
3042,702,582
36,390,190
32,351,171
