Item,Profit,Poids
9320,117,97
6185,234,194
578,351,171
6635,819,679
4088,819,679
363,819,679
3202,195,95
3635,273,133
2693,351,291
3008,234,114
1913,195,95
9963,234,194
8320,117,57
3882,39,19
9838,312,152
8919,195,95
9474,273,133
3868,936,776
4585,468,388
8900,585,485
7178,78,38
7506,39,19
6263,195,95
6656,351,171
4625,234,194
2999,390,190
6961,234,194
6860,585,485
2615,39,19
4948,468,388
9438,819,679
9199,78,38
5893,351,171
2437,78,38
4872,702,582
4652,1170,970
1975,78,38
5574,819,679
5428,78,38
6934,78,38
4830,195,95
2026,390,190
8746,312,152
3195,1053,873
5193,156,76
8098,39,19
4303,156,76
8962,468,388
8298,351,171
848,78,38
421,234,194
3887,1170,970
5424,468,388
43,234,114
3994,936,776
6148,1053,873
8682,351,291
7231,273,133
9166,585,485
3523,702,582
9213,819,679
6365,1053,873
5285,468,388
2672,1170,970
4466,1170,970
8070,234,114
6625,351,171
1622,312,152
9686,156,76
5559,702,582
7136,78,38
3673,351,171
3734,819,679
1969,351,171
1681,351,291
799,819,679
7410,234,194
3802,117,57
3045,156,76
4968,195,95
9831,390,190
4422,156,76
701,351,171
3137,117,97
1412,702,582
8329,273,133
4670,195,95
1544,312,152
9009,156,76
7918,195,95
4473,351,171
5920,39,19
2759,936,776
3237,195,95
3704,273,133
5709,117,97
9577,117,57
4215,195,95
6758,702,582
8893,390,190
3234,78,38
2108,351,291
3853,1170,970
7864,117,57
4218,936,776
2400,117,97
474,117,57
9,312,152
