Item,Profit,Poids
486,195,95
6516,1053,873
1720,390,190
1596,312,152
7995,351,291
3846,585,485
1798,702,582
9814,273,133
3389,39,19
1671,819,679
4074,234,114
1001,468,388
8935,585,485
6296,390,190
7750,273,133
3762,78,38
7845,390,190
8750,117,57
5934,39,19
8165,819,679
7634,1170,970
2720,1053,873
5920,39,19
2752,273,133
6978,117,57
6983,702,582
7182,585,485
4239,936,776
1978,585,485
358,702,582
2526,312,152
7849,1053,873
8302,585,485
2652,1170,970
4857,117,97
5266,156,76
5072,273,133
4586,273,133
3982,195,95
1448,234,194
4441,936,776
2594,702,582
366,312,152
6325,117,57
4436,468,388
6599,78,38
8174,1170,970
3375,1170,970
6890,312,152
472,39,19
5276,117,57
4889,117,57
1059,936,776
4309,468,388
7383,936,776
4071,936,776
585,78,38
9200,585,485
3616,234,194
6668,312,152
2483,273,133
4956,351,171
1503,117,57
8821,234,194
516,312,152
4510,117,97
8630,1170,970
6060,117,57
7394,273,133
3974,585,485
4445,195,95
9453,156,76
3332,585,485
5132,351,171
11,156,76
5046,819,679
3111,312,152
9000,234,114
7054,936,776
4696,351,171
458,195,95
473,390,190
1123,234,194
5847,156,76
5270,351,171
6891,351,171
6256,351,171
2622,702,582
7823,273,133
9161,117,97
1156,195,95
5355,117,57
8760,273,133
3469,468,388
3624,117,57
2730,351,171
1298,1170,970
8327,195,95
8819,195,95
4335,78,38
36,390,190
6,78,38
