Item,Profit,Poids
5223,156,76
2968,39,19
2400,117,97
5188,936,776
9575,351,291
6800,312,152
8069,1170,970
2557,351,291
3138,936,776
2087,39,19
9443,39,19
242,312,152
3461,390,190
3126,39,19
5479,273,133
385,936,776
9913,819,679
5741,273,133
997,390,190
5510,39,19
7908,195,95
4010,819,679
5237,195,95
5227,468,388
9404,117,57
8535,78,38
781,234,114
1846,585,485
8215,819,679
7022,234,114
4358,1053,873
8166,273,133
1685,273,133
8541,390,190
5088,390,190
4079,195,95
395,819,679
2662,234,194
9335,819,679
1057,273,133
252,195,95
6018,273,133
9363,351,171
5458,585,485
8017,234,194
4908,390,190
2709,117,57
9491,117,57
8853,702,582
1816,819,679
812,312,152
7015,585,485
6282,351,171
2233,351,171
1730,351,291
3609,390,190
7643,351,171
6911,156,76
447,117,97
4408,39,19
8267,156,76
3923,1170,970
4389,39,19
1525,312,152
4271,390,190
3475,273,133
9315,273,133
5286,351,171
1148,117,57
7964,1170,970
392,39,19
222,234,114
2536,234,114
6828,39,19
1307,702,582
7441,585,485
7803,468,388
6530,156,76
5636,234,194
2452,390,190
4832,936,776
5134,312,152
4814,351,171
8871,117,97
2361,351,291
5925,234,114
4679,78,38
1417,702,582
592,117,97
3983,390,190
9142,390,190
2326,819,679
5738,234,114
7515,702,582
6764,117,97
8553,936,776
540,390,190
7616,585,485
4526,468,388
3997,702,582
8993,585,485
1288,1053,873
6817,936,776
3617,234,114
5443,351,171
5042,156,76
4150,195,95
7692,390,190
8061,195,95
5990,234,114
5877,390,190
1,234,114
